,NN_model_output.net.result,Round Value,validate_df...24.,Forecasting Result,,,,,
25640,0.193974393,0,0,1,,,,,
29695,0.193851762,0,0,1,,,,,
26310,0.193635483,0,0,1,,,,,
24348,0.193478826,0,0,1,,,,,
25862,0.193417797,0,0,1,,,,,
24693,0.193404698,0,0,1,,,,,
24506,0.192964946,0,0,1,,,,,
26092,0.192917357,0,0,1,,,,,
28890,0.192862804,0,0,1,,,,,
28915,0.1928184,0,0,1,,,,,
25607,0.192785786,0,0,1,,,,,
25356,0.19276836,0,0,1,,,,,
24032,0.192755348,0,0,1,,,,,
29932,0.192740917,0,0,1,,,,,
28167,0.192725014,0,1,0,,,,,
24762,0.192613361,0,0,1,,,,,
29268,0.192516404,0,0,1,,,,,
27318,0.192358364,0,0,1,,,,,
27622,0.192300067,0,0,1,,,,,
26419,0.192280984,0,0,1,,,,,
24789,0.192225327,0,0,1,,,,,
29955,0.192218361,0,0,1,,,,,
29262,0.192044841,0,1,0,,,,,
29426,0.192027518,0,0,1,,,,,
25348,0.191947397,0,0,1,,,,,
25036,0.191907979,0,1,0,,,,,
28406,0.191801516,0,0,1,,,,,
25673,0.191790511,0,0,1,,,,,
28822,0.191780974,0,0,1,,,,,
28174,0.191733134,0,1,0,,,,,
29352,0.191499225,0,0,1,,,,,
26697,0.191420893,0,0,1,,,,,
25351,0.191397773,0,0,1,,,,,
24722,0.191360353,0,0,1,,,,,
29885,0.191352518,0,0,1,,,,,
26710,0.191259709,0,0,1,,,,,
26649,0.191258487,0,1,0,,,,,
25766,0.191208973,0,0,1,,,,,
25062,0.191148599,0,0,1,,,,,
27047,0.190866558,0,0,1,,,,,
28386,0.190824134,0,0,1,,,,,
29958,0.190444663,0,0,1,,,,,
25645,0.190280492,0,0,1,,,,,
29474,0.190274696,0,0,1,,,,,
28523,0.190263209,0,0,1,,,,,
26708,0.190221151,0,0,1,,,,,
27599,0.190114407,0,0,1,,,,,
28926,0.190044785,0,1,0,,,,,
25241,0.190008969,0,0,1,,,,,
24985,0.189910456,0,0,1,,,,,
29361,0.189778435,0,1,0,,,,,
24792,0.189750071,0,0,1,,,,,
29097,0.189691449,0,0,1,,,,,
28284,0.189598565,0,0,1,,,,,
24263,0.189590834,0,0,1,,,,,
24980,0.18923117,0,0,1,,,,,
24813,0.18915763,0,0,1,,,,,
28342,0.18907894,0,0,1,,,,,
27435,0.189023848,0,1,0,,,,,
25818,0.189002257,0,1,0,,,,,
27319,0.188934285,0,0,1,,,,,
24336,0.188802091,0,0,1,,,,,
26856,0.188685004,0,0,1,,,,,
27406,0.188639833,0,0,1,,,,,
29900,0.188603748,0,1,0,,,,,
25003,0.188590556,0,0,1,,,,,
25179,0.188438357,0,0,1,,,,,
27579,0.188239335,0,0,1,,,,,
29789,0.188144633,0,0,1,,,,,
28751,0.188133397,0,0,1,,,,,
24918,0.188075506,0,0,1,,,,,
29490,0.188058686,0,0,1,,,,,
25451,0.188047063,0,0,1,,,,,
25596,0.187980814,0,0,1,,,,,
29410,0.187933032,0,0,1,,,,,
26676,0.187880648,0,0,1,,,,,
25080,0.187855963,0,0,1,,,,,
29684,0.187823614,0,0,1,,,,,
24566,0.187787504,0,0,1,,,,,
24656,0.187779383,0,1,0,,,,,
27121,0.187738503,0,0,1,,,,,
25817,0.187730783,0,0,1,,,,,
27690,0.187707143,0,0,1,,,,,
24462,0.187691276,0,0,1,,,,,
27422,0.187676482,0,0,1,,,,,
29574,0.187639008,0,0,1,,,,,
24863,0.1874785,0,0,1,,,,,
28465,0.187244833,0,0,1,,,,,
29477,0.187134873,0,0,1,,,,,
27734,0.187025026,0,0,1,,,,,
26311,0.186983149,0,0,1,,,,,
27040,0.186939946,0,1,0,,,,,
24407,0.186903489,0,0,1,,,,,
29627,0.186894447,0,0,1,,,,,
24671,0.186868534,0,0,1,,,,,
29229,0.186611487,0,0,1,,,,,
26293,0.18644368,0,0,1,,,,,
24046,0.186399014,0,0,1,,,,,
28149,0.1863352,0,0,1,,,,,
29261,0.186228507,0,0,1,,,,,
27905,0.186151043,0,0,1,,,,,
28192,0.186088021,0,0,1,,,,,
24597,0.186056324,0,1,0,,,,,
29394,0.185940148,0,0,1,,,,,
28652,0.185908055,0,0,1,,,,,
29390,0.1858834,0,0,1,,,,,
25043,0.185749541,0,0,1,,,,,
29194,0.185705727,0,1,0,,,,,
29319,0.185663048,0,0,1,,,,,
24350,0.185466917,0,0,1,,,,,
25064,0.185424683,0,1,0,,,,,
24840,0.185411916,0,0,1,,,,,
26295,0.18539479,0,1,0,,,,,
24570,0.185316762,0,0,1,,,,,
29546,0.185280455,0,1,0,,,,,
27922,0.185219415,0,0,1,,,,,
29715,0.185201813,0,0,1,,,,,
25517,0.185150356,0,0,1,,,,,
28785,0.184883389,0,0,1,,,,,
29227,0.18484771,0,0,1,,,,,
27005,0.184824364,0,0,1,,,,,
25501,0.184759589,0,0,1,,,,,
25343,0.184692106,0,0,1,,,,,
27258,0.184479555,0,0,1,,,,,
24544,0.184461764,0,0,1,,,,,
25920,0.184453213,0,0,1,,,,,
27243,0.184360531,0,1,0,,,,,
25968,0.184279239,0,0,1,,,,,
26767,0.184169889,0,0,1,,,,,
25061,0.184130789,0,0,1,,,,,
27593,0.183995334,0,1,0,,,,,
25208,0.183991837,0,0,1,,,,,
25532,0.18392584,0,0,1,,,,,
28280,0.183894552,0,0,1,,,,,
29254,0.183845112,0,0,1,,,,,
28028,0.183251678,0,0,1,,,,,
27725,0.183176326,0,0,1,,,,,
29962,0.183172846,0,0,1,,,,,
26422,0.183160847,0,0,1,,,,,
27036,0.18314834,0,0,1,,,,,
26587,0.183141561,0,1,0,,,,,
29222,0.182970095,0,0,1,,,,,
28628,0.182828478,0,0,1,,,,,
28858,0.182698319,0,0,1,,,,,
29785,0.182696138,0,0,1,,,,,
25801,0.182678084,0,0,1,,,,,
26341,0.182558605,0,0,1,,,,,
26665,0.182317925,0,0,1,,,,,
27612,0.182284592,0,0,1,,,,,
27652,0.182257117,0,0,1,,,,,
27379,0.182053685,0,0,1,,,,,
28176,0.182012273,0,1,0,,,,,
27773,0.181936015,0,1,0,,,,,
26141,0.181894266,0,0,1,,,,,
25264,0.181841725,0,0,1,,,,,
29429,0.181648947,0,0,1,,,,,
28505,0.181612854,0,0,1,,,,,
27899,0.181375901,0,0,1,,,,,
24437,0.181357698,0,0,1,,,,,
25803,0.181344203,0,0,1,,,,,
29237,0.181217691,0,1,0,,,,,
27881,0.181215202,0,0,1,,,,,
29720,0.181207781,0,0,1,,,,,
29407,0.181100206,0,0,1,,,,,
27770,0.181081268,0,0,1,,,,,
29639,0.181070353,0,1,0,,,,,
25117,0.181013375,0,1,0,,,,,
27607,0.180986765,0,1,0,,,,,
26259,0.180865404,0,0,1,,,,,
24581,0.180854393,0,1,0,,,,,
26672,0.180752347,0,0,1,,,,,
24189,0.180592164,0,1,0,,,,,
28984,0.18040838,0,0,1,,,,,
25446,0.180389166,0,0,1,,,,,
27303,0.180225009,0,0,1,,,,,
24088,0.180155777,0,0,1,,,,,
25906,0.180142354,0,0,1,,,,,
29224,0.180075749,0,0,1,,,,,
24074,0.180042391,0,0,1,,,,,
29744,0.179955259,0,0,1,,,,,
24999,0.179917822,0,0,1,,,,,
28881,0.179862824,0,1,0,,,,,
28405,0.179856412,0,1,0,,,,,
27539,0.179838715,0,0,1,,,,,
29145,0.1797296,0,0,1,,,,,
28570,0.179685741,0,0,1,,,,,
28384,0.179466002,0,0,1,,,,,
28963,0.179235032,0,0,1,,,,,
29618,0.17923335,0,0,1,,,,,
26070,0.17921449,0,0,1,,,,,
26541,0.179014669,0,0,1,,,,,
26923,0.179003952,0,0,1,,,,,
29506,0.178781325,0,0,1,,,,,
29418,0.178670397,0,0,1,,,,,
26611,0.178447523,0,0,1,,,,,
26552,0.178297156,0,1,0,,,,,
28731,0.178291956,0,0,1,,,,,
27886,0.177973858,0,1,0,,,,,
26579,0.177645738,0,0,1,,,,,
26830,0.177520082,0,1,0,,,,,
24416,0.17748299,0,0,1,,,,,
26000,0.177479218,0,0,1,,,,,
27342,0.177461249,0,0,1,,,,,
27206,0.177425461,0,0,1,,,,,
24410,0.177113826,0,1,0,,,,,
28689,0.177059217,0,0,1,,,,,
25955,0.177015706,0,0,1,,,,,
29793,0.177009576,0,0,1,,,,,
29078,0.177004124,0,0,1,,,,,
26184,0.176973877,0,0,1,,,,,
28166,0.176824521,0,0,1,,,,,
28289,0.176641122,0,0,1,,,,,
25715,0.176513668,0,0,1,,,,,
29600,0.176489119,0,0,1,,,,,
29402,0.176441436,0,0,1,,,,,
26718,0.17641564,0,0,1,,,,,
24136,0.176192342,0,1,0,,,,,
27163,0.176141837,0,0,1,,,,,
26938,0.176050931,0,0,1,,,,,
29412,0.175964831,0,0,1,,,,,
24785,0.175941452,0,1,0,,,,,
29416,0.175886264,0,0,1,,,,,
29673,0.175851584,0,0,1,,,,,
26175,0.175685392,0,0,1,,,,,
24851,0.175676045,0,0,1,,,,,
27727,0.175646142,0,0,1,,,,,
27143,0.175604682,0,0,1,,,,,
29325,0.175562869,0,0,1,,,,,
29659,0.17546898,0,0,1,,,,,
25504,0.175417029,0,0,1,,,,,
26578,0.175277541,0,0,1,,,,,
24530,0.175210603,0,1,0,,,,,
25886,0.175141817,0,0,1,,,,,
27741,0.175111706,0,0,1,,,,,
27159,0.175089824,0,1,0,,,,,
26892,0.174919201,0,1,0,,,,,
29865,0.17462035,0,0,1,,,,,
25513,0.174566787,0,1,0,,,,,
27508,0.174471442,0,1,0,,,,,
28231,0.174471292,0,0,1,,,,,
25606,0.174466882,0,0,1,,,,,
25455,0.17440546,0,0,1,,,,,
29830,0.174205865,0,0,1,,,,,
28397,0.17419812,0,0,1,,,,,
26602,0.174080679,0,0,1,,,,,
27662,0.174030034,0,1,0,,,,,
26037,0.174018151,0,0,1,,,,,
25232,0.173931016,0,1,0,,,,,
26625,0.173768264,0,1,0,,,,,
24558,0.17375854,0,0,1,,,,,
25765,0.173715996,0,0,1,,,,,
24870,0.173705052,0,0,1,,,,,
27330,0.173699152,0,0,1,,,,,
25240,0.173601337,0,0,1,,,,,
28791,0.17357346,0,0,1,,,,,
29217,0.173505343,0,0,1,,,,,
26460,0.17347331,0,1,0,,,,,
28795,0.17345901,0,0,1,,,,,
25926,0.173378024,0,0,1,,,,,
29257,0.173284604,0,0,1,,,,,
24238,0.173147903,0,0,1,,,,,
28326,0.172906522,0,1,0,,,,,
27620,0.172905663,0,1,0,,,,,
24893,0.172815023,0,0,1,,,,,
24270,0.172814704,0,1,0,,,,,
29249,0.172807631,0,1,0,,,,,
29236,0.172599773,0,0,1,,,,,
27746,0.172591085,0,0,1,,,,,
24983,0.172542028,0,0,1,,,,,
25387,0.172537541,0,0,1,,,,,
28985,0.172502601,0,1,0,,,,,
25865,0.17246682,0,0,1,,,,,
29850,0.172379801,0,0,1,,,,,
24144,0.172365723,0,0,1,,,,,
29450,0.172151091,0,0,1,,,,,
25799,0.17207862,0,1,0,,,,,
24010,0.172040994,0,0,1,,,,,
27106,0.172024196,0,1,0,,,,,
27104,0.172013823,0,0,1,,,,,
29322,0.171894934,0,0,1,,,,,
24821,0.171861011,0,0,1,,,,,
26700,0.171854803,0,1,0,,,,,
26103,0.171834059,0,0,1,,,,,
25458,0.17170855,0,1,0,,,,,
29782,0.171655895,0,0,1,,,,,
27504,0.171605855,0,0,1,,,,,
24300,0.171554827,0,0,1,,,,,
25426,0.171511614,0,0,1,,,,,
25508,0.171410426,0,0,1,,,,,
28800,0.171289383,0,0,1,,,,,
24096,0.171274744,0,0,1,,,,,
29946,0.171229404,0,0,1,,,,,
27174,0.171149672,0,0,1,,,,,
24716,0.171083679,0,0,1,,,,,
25516,0.171073033,0,0,1,,,,,
29886,0.170963266,0,1,0,,,,,
26390,0.170937729,0,0,1,,,,,
25658,0.170890333,0,0,1,,,,,
26868,0.17077054,0,0,1,,,,,
27429,0.170746076,0,1,0,,,,,
26967,0.170713104,0,0,1,,,,,
24045,0.170695402,0,0,1,,,,,
28439,0.170672354,0,0,1,,,,,
29567,0.17059365,0,0,1,,,,,
25681,0.170411009,0,0,1,,,,,
29427,0.170388015,0,0,1,,,,,
28453,0.170381362,0,0,1,,,,,
29311,0.170342173,0,0,1,,,,,
24926,0.170275219,0,0,1,,,,,
25473,0.170261523,0,1,0,,,,,
28258,0.170110149,0,0,1,,,,,
28643,0.170109925,0,0,1,,,,,
26409,0.17009168,0,1,0,,,,,
24954,0.169808356,0,1,0,,,,,
28554,0.169712058,0,0,1,,,,,
25274,0.169597746,0,0,1,,,,,
29723,0.169591996,0,0,1,,,,,
29859,0.169562734,0,0,1,,,,,
27936,0.16952116,0,0,1,,,,,
28729,0.16944199,0,0,1,,,,,
24283,0.169377172,0,0,1,,,,,
26355,0.169299062,0,0,1,,,,,
28090,0.169274183,0,0,1,,,,,
25307,0.169164524,0,0,1,,,,,
28312,0.169082406,0,0,1,,,,,
29658,0.169081913,0,1,0,,,,,
29879,0.169076114,0,1,0,,,,,
29758,0.1690415,0,0,1,,,,,
25005,0.169009705,0,0,1,,,,,
28387,0.168970643,0,1,0,,,,,
26699,0.168902574,0,0,1,,,,,
24584,0.168835262,0,1,0,,,,,
26312,0.168684602,0,0,1,,,,,
26988,0.168671668,0,0,1,,,,,
26903,0.168658703,0,0,1,,,,,
29240,0.168652735,0,0,1,,,,,
24898,0.168535662,0,0,1,,,,,
27457,0.168524193,0,0,1,,,,,
26234,0.16846855,0,0,1,,,,,
25675,0.168388245,0,0,1,,,,,
24047,0.16817735,0,0,1,,,,,
29588,0.168080352,0,0,1,,,,,
24319,0.168077024,0,0,1,,,,,
24633,0.168007359,0,0,1,,,,,
24335,0.167935665,0,1,0,,,,,
25102,0.167791705,0,0,1,,,,,
25202,0.167739743,0,1,0,,,,,
28552,0.167713961,0,0,1,,,,,
24587,0.167694737,0,0,1,,,,,
29678,0.167600661,0,0,1,,,,,
24812,0.167547655,0,0,1,,,,,
27399,0.16747683,0,0,1,,,,,
27411,0.167469531,0,0,1,,,,,
29366,0.167277637,0,0,1,,,,,
24669,0.167244299,0,1,0,,,,,
29403,0.167239164,0,0,1,,,,,
24480,0.167234895,0,0,1,,,,,
29469,0.167170241,0,0,1,,,,,
24015,0.167120136,0,0,1,,,,,
24973,0.167050293,0,0,1,,,,,
26719,0.166975503,0,0,1,,,,,
29544,0.166929267,0,0,1,,,,,
24557,0.16675428,0,1,0,,,,,
27107,0.166740054,0,0,1,,,,,
27634,0.166707825,0,0,1,,,,,
27540,0.166707793,0,1,0,,,,,
25300,0.166591088,0,0,1,,,,,
25108,0.166489699,0,0,1,,,,,
25966,0.166479961,0,0,1,,,,,
29430,0.166456092,0,0,1,,,,,
27204,0.166418538,0,0,1,,,,,
29212,0.166395056,0,0,1,,,,,
24632,0.166388291,0,0,1,,,,,
28742,0.166307447,0,0,1,,,,,
26999,0.16628965,0,0,1,,,,,
29388,0.166221373,0,0,1,,,,,
26364,0.166205936,0,0,1,,,,,
26363,0.166162133,0,0,1,,,,,
25669,0.166109648,0,1,0,,,,,
26751,0.16607303,0,0,1,,,,,
25196,0.165974861,0,0,1,,,,,
29465,0.165974769,0,1,0,,,,,
28436,0.165794529,0,0,1,,,,,
24412,0.165777876,0,0,1,,,,,
25162,0.165776372,0,0,1,,,,,
26239,0.16569774,0,0,1,,,,,
24028,0.165647621,0,0,1,,,,,
24384,0.165540482,0,0,1,,,,,
28627,0.165388268,0,0,1,,,,,
26483,0.16514655,0,0,1,,,,,
29722,0.165118635,0,0,1,,,,,
24286,0.16500937,0,0,1,,,,,
29304,0.164883653,0,0,1,,,,,
28897,0.164835362,0,0,1,,,,,
27380,0.164807897,0,0,1,,,,,
24562,0.164736985,0,0,1,,,,,
24098,0.164673261,0,0,1,,,,,
29735,0.164633237,0,1,0,,,,,
25269,0.164573568,0,0,1,,,,,
24744,0.164558341,0,0,1,,,,,
25172,0.16455433,0,0,1,,,,,
26820,0.164544714,0,0,1,,,,,
28909,0.164468364,0,1,0,,,,,
24271,0.164461559,0,0,1,,,,,
27722,0.164434616,0,1,0,,,,,
27969,0.164368741,0,0,1,,,,,
28543,0.164331466,0,0,1,,,,,
27516,0.164266471,0,0,1,,,,,
28776,0.164259765,0,1,0,,,,,
24609,0.164234009,0,0,1,,,,,
24780,0.164199873,0,0,1,,,,,
27352,0.164033953,0,0,1,,,,,
29835,0.164014281,0,0,1,,,,,
28544,0.163971785,0,0,1,,,,,
26329,0.163956032,0,0,1,,,,,
24430,0.163900756,0,1,0,,,,,
27362,0.163898239,0,1,0,,,,,
24586,0.163870025,0,0,1,,,,,
27699,0.163766134,0,0,1,,,,,
24139,0.163649597,0,0,1,,,,,
25019,0.163577358,0,0,1,,,,,
29272,0.163553292,0,0,1,,,,,
29230,0.163544756,0,0,1,,,,,
26518,0.163490913,0,1,0,,,,,
28826,0.163442869,0,0,1,,,,,
28457,0.163442824,0,0,1,,,,,
29086,0.163391538,0,0,1,,,,,
24197,0.163358784,0,0,1,,,,,
26076,0.163291468,0,0,1,,,,,
26204,0.163282831,0,0,1,,,,,
29747,0.163233647,0,1,0,,,,,
27706,0.163205536,0,0,1,,,,,
29775,0.163095934,0,1,0,,,,,
27657,0.163085385,0,1,0,,,,,
24959,0.16302823,0,0,1,,,,,
25698,0.16290782,0,0,1,,,,,
29253,0.1628428,0,0,1,,,,,
29006,0.162838663,0,0,1,,,,,
26284,0.162676298,0,0,1,,,,,
25824,0.162657694,0,0,1,,,,,
27491,0.162652443,0,0,1,,,,,
27641,0.162584386,0,0,1,,,,,
25925,0.162490902,0,0,1,,,,,
28782,0.162396262,0,0,1,,,,,
26590,0.162390102,0,0,1,,,,,
29445,0.162263995,0,1,0,,,,,
27241,0.162219788,0,0,1,,,,,
24149,0.162123312,0,0,1,,,,,
25859,0.162095727,0,1,0,,,,,
26961,0.162032194,0,0,1,,,,,
26440,0.162023712,0,0,1,,,,,
29422,0.161966357,0,0,1,,,,,
25216,0.161930359,0,1,0,,,,,
28808,0.161926579,0,0,1,,,,,
26613,0.161875557,0,0,1,,,,,
28641,0.161844343,0,0,1,,,,,
27656,0.161699922,0,0,1,,,,,
24181,0.161549095,0,0,1,,,,,
24998,0.161378624,0,0,1,,,,,
27961,0.161370902,0,0,1,,,,,
25050,0.161345387,0,0,1,,,,,
24352,0.161118401,0,1,0,,,,,
29851,0.161047973,0,0,1,,,,,
29973,0.160927488,0,0,1,,,,,
24752,0.160902114,0,0,1,,,,,
26065,0.160860448,0,0,1,,,,,
29798,0.160779843,0,0,1,,,,,
29647,0.160538227,0,0,1,,,,,
29972,0.160455847,0,0,1,,,,,
29017,0.160258489,0,0,1,,,,,
27102,0.160228802,0,1,0,,,,,
25295,0.160139181,0,0,1,,,,,
28981,0.160021488,0,0,1,,,,,
26624,0.160006481,0,0,1,,,,,
25915,0.159982163,0,0,1,,,,,
24696,0.159940582,0,0,1,,,,,
25231,0.15992718,0,0,1,,,,,
28212,0.159892271,0,0,1,,,,,
27906,0.159880438,0,0,1,,,,,
25157,0.159826815,0,0,1,,,,,
29187,0.159799318,0,0,1,,,,,
25755,0.159795071,0,0,1,,,,,
26280,0.159763186,0,0,1,,,,,
29983,0.159586304,0,1,0,,,,,
29330,0.159552883,0,1,0,,,,,
24428,0.159545664,0,0,1,,,,,
26633,0.159487324,0,0,1,,,,,
25340,0.15947462,0,0,1,,,,,
25976,0.159364654,0,0,1,,,,,
28515,0.159352556,0,1,0,,,,,
28184,0.159240121,0,0,1,,,,,
28203,0.159218728,0,0,1,,,,,
25440,0.159138197,0,0,1,,,,,
26433,0.159090089,0,0,1,,,,,
24605,0.159039412,0,0,1,,,,,
29806,0.158960142,0,0,1,,,,,
27564,0.158857288,0,0,1,,,,,
24101,0.158816556,0,1,0,,,,,
26897,0.158763108,0,1,0,,,,,
24404,0.158758529,0,0,1,,,,,
29881,0.158726822,0,1,0,,,,,
24264,0.158673013,0,1,0,,,,,
27606,0.15860071,0,0,1,,,,,
28861,0.158485558,0,0,1,,,,,
28512,0.158454716,0,0,1,,,,,
27498,0.158415667,0,0,1,,,,,
27811,0.158360623,0,0,1,,,,,
29632,0.158344879,0,0,1,,,,,
29742,0.158319343,0,0,1,,,,,
29718,0.158275602,0,1,0,,,,,
26721,0.158215725,0,0,1,,,,,
27583,0.15816128,0,0,1,,,,,
29476,0.158104438,0,0,1,,,,,
25370,0.158064834,0,0,1,,,,,
28034,0.158058532,0,0,1,,,,,
29500,0.157875116,0,0,1,,,,,
24572,0.157856409,0,0,1,,,,,
27322,0.157852662,0,1,0,,,,,
26759,0.157764728,0,0,1,,,,,
26617,0.157760846,0,0,1,,,,,
24650,0.157742189,0,0,1,,,,,
26549,0.157724432,0,0,1,,,,,
27710,0.157710376,0,0,1,,,,,
26913,0.157530565,0,0,1,,,,,
26724,0.157445948,0,0,1,,,,,
28632,0.15735869,0,0,1,,,,,
27244,0.157201734,0,1,0,,,,,
27253,0.157167234,0,0,1,,,,,
27275,0.157121352,0,0,1,,,,,
29628,0.156973947,0,0,1,,,,,
27688,0.156971676,0,1,0,,,,,
29198,0.156963691,0,0,1,,,,,
26480,0.156779612,0,1,0,,,,,
26572,0.156776824,0,0,1,,,,,
24502,0.156744235,0,0,1,,,,,
29764,0.156677165,0,0,1,,,,,
24515,0.156561908,0,0,1,,,,,
27425,0.156553548,0,1,0,,,,,
28682,0.15652668,0,1,0,,,,,
25670,0.156428818,0,0,1,,,,,
24030,0.156339267,0,1,0,,,,,
27509,0.156325392,0,0,1,,,,,
28830,0.156314514,0,0,1,,,,,
24426,0.156103975,0,0,1,,,,,
24048,0.156086536,0,0,1,,,,,
29502,0.156034135,0,0,1,,,,,
29191,0.156000422,0,0,1,,,,,
28314,0.155875269,0,0,1,,,,,
25107,0.155845669,0,0,1,,,,,
27636,0.155658504,0,1,0,,,,,
25990,0.155567122,0,0,1,,,,,
26156,0.155565607,0,0,1,,,,,
25346,0.155565601,0,0,1,,,,,
26679,0.155464151,0,0,1,,,,,
26627,0.155264533,0,1,0,,,,,
25298,0.155236571,0,0,1,,,,,
25512,0.155189679,0,0,1,,,,,
24962,0.155169748,0,0,1,,,,,
27192,0.155150675,0,0,1,,,,,
28110,0.155130625,0,1,0,,,,,
29090,0.155073547,0,0,1,,,,,
29816,0.155016139,0,0,1,,,,,
24639,0.1549459,0,0,1,,,,,
26680,0.154906107,0,0,1,,,,,
29275,0.154880305,0,0,1,,,,,
28178,0.154787152,0,0,1,,,,,
29383,0.15474651,0,0,1,,,,,
28721,0.154707492,0,0,1,,,,,
24386,0.154670387,0,0,1,,,,,
27729,0.154629741,0,0,1,,,,,
27200,0.154592254,0,0,1,,,,,
24965,0.154468761,0,0,1,,,,,
29930,0.154438787,0,1,0,,,,,
26836,0.154305757,0,0,1,,,,,
29663,0.154265941,0,0,1,,,,,
24255,0.154140191,0,1,0,,,,,
25000,0.154015451,0,1,0,,,,,
27173,0.154007101,0,0,1,,,,,
26028,0.153974229,0,1,0,,,,,
28220,0.153900372,0,0,1,,,,,
27947,0.153888074,0,0,1,,,,,
25381,0.153676944,0,0,1,,,,,
27505,0.153560805,0,0,1,,,,,
27073,0.153524012,0,0,1,,,,,
26591,0.153474792,0,0,1,,,,,
29497,0.153455141,0,0,1,,,,,
28256,0.153444809,0,0,1,,,,,
26097,0.15329173,0,0,1,,,,,
27082,0.153124044,0,0,1,,,,,
24481,0.153055641,0,0,1,,,,,
26389,0.152913921,0,0,1,,,,,
27687,0.152851194,0,0,1,,,,,
26828,0.152844155,0,0,1,,,,,
27575,0.152684408,0,0,1,,,,,
27202,0.152590953,0,0,1,,,,,
26766,0.152533558,0,1,0,,,,,
26861,0.152483743,0,0,1,,,,,
29360,0.152301903,0,0,1,,,,,
27709,0.152269446,0,1,0,,,,,
24195,0.152170365,0,0,1,,,,,
29376,0.152156445,0,0,1,,,,,
26684,0.152126133,0,0,1,,,,,
29126,0.152098559,0,0,1,,,,,
25276,0.152061123,0,1,0,,,,,
29690,0.152038106,0,0,1,,,,,
27125,0.151996676,0,0,1,,,,,
27736,0.151983622,0,0,1,,,,,
29265,0.15178588,0,0,1,,,,,
28234,0.151759817,0,0,1,,,,,
25075,0.151684782,0,0,1,,,,,
24280,0.151629778,0,0,1,,,,,
24217,0.151625939,0,1,0,,,,,
28383,0.151624238,0,0,1,,,,,
27630,0.151609551,0,0,1,,,,,
29380,0.1515545,0,0,1,,,,,
27542,0.151448884,0,0,1,,,,,
28031,0.15141518,0,1,0,,,,,
28041,0.151317477,0,0,1,,,,,
26583,0.151240114,0,1,0,,,,,
29507,0.150959765,0,0,1,,,,,
26008,0.15095787,0,0,1,,,,,
25023,0.150935258,0,1,0,,,,,
25994,0.150897913,0,0,1,,,,,
26660,0.150823796,0,0,1,,,,,
27169,0.150746152,0,0,1,,,,,
28075,0.150669641,0,0,1,,,,,
28973,0.150660479,0,0,1,,,,,
27707,0.150653094,0,1,0,,,,,
29605,0.150615454,0,0,1,,,,,
28328,0.150605175,0,0,1,,,,,
26430,0.150525082,0,0,1,,,,,
25051,0.15048224,0,1,0,,,,,
27568,0.150461884,0,0,1,,,,,
25053,0.150337277,0,0,1,,,,,
24104,0.150328043,0,0,1,,,,,
27466,0.150300614,0,0,1,,,,,
25380,0.150274754,0,0,1,,,,,
25112,0.150240153,0,0,1,,,,,
28691,0.150237363,0,0,1,,,,,
25648,0.150181359,0,1,0,,,,,
28292,0.150160744,0,0,1,,,,,
26515,0.150063572,0,0,1,,,,,
28499,0.150053629,0,0,1,,,,,
27789,0.149972076,0,0,1,,,,,
27108,0.149950424,0,0,1,,,,,
26612,0.1499329,0,0,1,,,,,
28458,0.149839557,0,0,1,,,,,
28951,0.149821547,0,1,0,,,,,
28754,0.149739418,0,0,1,,,,,
27623,0.14970253,0,0,1,,,,,
24896,0.149673906,0,0,1,,,,,
24944,0.149668588,0,1,0,,,,,
25120,0.149567255,0,0,1,,,,,
27436,0.149567145,0,0,1,,,,,
26118,0.149557852,0,0,1,,,,,
28050,0.149550709,0,1,0,,,,,
28887,0.149518851,0,0,1,,,,,
29568,0.149465578,0,0,1,,,,,
26848,0.149387736,0,0,1,,,,,
29199,0.149337984,0,0,1,,,,,
25268,0.149266321,0,0,1,,,,,
29714,0.149192131,0,0,1,,,,,
25046,0.149163252,0,0,1,,,,,
27940,0.149147408,0,0,1,,,,,
29650,0.149044702,0,0,1,,,,,
27389,0.149041847,0,0,1,,,,,
25687,0.148962262,0,0,1,,,,,
27103,0.148770923,0,0,1,,,,,
29123,0.148763277,0,0,1,,,,,
24770,0.148663903,0,0,1,,,,,
25218,0.148443012,0,0,1,,,,,
26472,0.148302397,0,0,1,,,,,
24894,0.148191877,0,0,1,,,,,
26300,0.148129251,0,0,1,,,,,
27493,0.148102526,0,0,1,,,,,
29146,0.148034986,0,1,0,,,,,
27004,0.148027945,0,0,1,,,,,
24641,0.147994704,0,0,1,,,,,
29054,0.147813927,0,0,1,,,,,
29232,0.147751717,0,0,1,,,,,
26695,0.14772373,0,0,1,,,,,
28115,0.14770768,0,0,1,,,,,
29731,0.14769004,0,0,1,,,,,
26789,0.147525427,0,1,0,,,,,
27759,0.147430423,0,0,1,,,,,
24370,0.147292894,0,0,1,,,,,
26210,0.147283443,0,0,1,,,,,
26844,0.14725907,0,0,1,,,,,
26356,0.147243275,0,0,1,,,,,
28561,0.147167577,0,1,0,,,,,
24616,0.147142792,0,0,1,,,,,
29942,0.147096687,0,0,1,,,,,
28961,0.147062941,0,0,1,,,,,
24648,0.14697516,0,0,1,,,,,
24731,0.146899794,0,0,1,,,,,
27171,0.146844975,0,0,1,,,,,
26825,0.14682708,0,0,1,,,,,
29349,0.146826883,0,0,1,,,,,
